PART NO.,PART NAME,QTY,SC,MODEL CODE,OUTPUT,SPAN,MATERIAL,P-CONNECT,BOLT-NUT,INSTALL,HOUSING,E-CONNECT,INDICATOR,BRACKET,OPTION:AND,OPTION:OR,OPTION:NOT
F9340SC,Vent plug for ,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9340SA,"RC Vent plug for Inst. 8,9,B,U.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"8,9,B,U",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9340SA,"RC Vent plug for Inst. 8,9,B,U.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"8,9,B,U",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9340SD,"Vent plug for Inst. 3,7.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9340SD,"Vent plug for Inst. 3,7.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9340SB,"Vent plug for Inst. 8,9,B,U.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"3,4,5",,"8,9,B,U",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9340SB,"Vent plug for Inst. 8,9,B,U.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"3,4,5",,"8,9,B,U",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9311AA,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,U1,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9311AA,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,U1,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9311AG,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,U1,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9311AG,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,U1,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9275EC,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,U1,UN"
F9275EC,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,U1,UN"
F9275EC,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"8,9,B,U",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","GS,MG1,MH1,N1,N2,N3,U1,UN"
F9275EC,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"8,9,B,U",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","GS,MG1,MH1,N1,N2,N3,U1,UN"
F9275ED,Vent plug for all /K series,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,"H,M,V",S,"3,4,5",,"2,3,6,7",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,U1,UN"
F9275ED,Vent plug for all /K series,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"3,4,5",,"2,3,6,7",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,U1,UN"
F9275ED,Vent plug for all /K series,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,"H,M,V",S,"3,4,5",,"8,9,B,U",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","GS,MG1,MH1,N1,N2,N3,U1,UN"
F9275ED,Vent plug for all /K series,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"3,4,5",,"8,9,B,U",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","GS,MG1,MH1,N1,N2,N3,U1,UN"
F9311BA,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,U1,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,UN"
F9311BA,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,U1,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,UN"
F9311BG,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,U1,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,UN"
F9311BG,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,U1,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,UN"
F9350EN,VENT PLUG,2,,"EJA110E,EJA110J",,,L,"0,1,2",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9350EN,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9350EQ,VENT PLUG,2,,"EJA110E,EJA110J",,,L,"0,1,2",,"8,9",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9350EQ,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2",,"8,9",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9350EP,VENT PLUG,2,,"EJA110E,EJA110J",,,L,"3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9350EP,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,U1,UN"
F9350ER,Vent Plug for Mtl code 'L',2,,"EJA110E,EJA110J",,,L,"3,4,5",,"8,9",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9350ER,Vent Plug for Mtl code 'L',1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"3,4,5",,"8,9",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9340SG,VENT PLUG,2,,"EJA110E,EJA110J",,,"A,D","0,1,2",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SG,VENT PLUG,1,,"EJA430E,EJA430J",,,"A,D","0,1,2",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SE,VENT PLUG,2,,"EJA110E,EJA110J",,,"A,D","0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SE,VENT PLUG,1,,"EJA430E,EJA430J",,,"A,D","0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SH,VENT PLUG,2,,"EJA110E,EJA110J",,,"A,D","3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SH,VENT PLUG,1,,"EJA430E,EJA430J",,,"A,D","3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SU,VENT PLUG,2,,"EJA110E,EJA110J",,,B,"0,1,2",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SU,VENT PLUG,1,,"EJA430E,EJA430J",,,B,"0,1,2",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SS,VENT PLUG R1/4,2,,"EJA110E,EJA110J",,,B,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SS,VENT PLUG R1/4,1,,"EJA430E,EJA430J",,,B,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SV,VENT PLUG,2,,"EJA110E,EJA110J",,,B,"3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SV,VENT PLUG,1,,"EJA430E,EJA430J",,,B,"3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SB,"Vent plug for Inst. 8,9,B,U.",1,,"EJA110E,EJA110J",,,S,"D,F,R",,9,,,,,,,"K11,K12,K15,K16,MD2,MD3"
F9340SA,"RC Vent plug for Inst. 8,9,B,U.",1,,"EJA110E,EJA110J",,,"H,M,S,T","C,E,Q",,9,,,,,,,"K11,K12,K15,K16,MD2,MD3"
F9275EC,VENT PLUG,1,,"EJA110E,EJA110J",,,"H,M,S,T","C,E,Q",,9,,,,,,"K11,K12,K15,K16","MD2,MD3"
F9275ED,Vent plug for all /K series,1,,"EJA110E,EJA110J",,"H,M,V",S,"D,F,R",,9,,,,,,"K11,K12,K15,K16","MD2,MD3"
F9340QQ,VENT PLUG,2,,"EJA110E,EJA110J",,,W,"0,1,2",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340QQ,VENT PLUG,1,,"EJA430E,EJA430J",,,W,"0,1,2",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340QN,VENT PLUG,2,,"EJA110E,EJA110J",,,W,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QN,VENT PLUG,1,,"EJA430E,EJA430J",,,W,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QR,VENT PLUG,2,,"EJA110E,EJA110J",,,W,"3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340QR,VENT PLUG,1,,"EJA430E,EJA430J",,,W,"3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340QP,VENT PLUG,2,,"EJA110E,EJA110J",,,W,"3,4,5",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QP,VENT PLUG,1,,"EJA430E,EJA430J",,,W,"3,4,5",,"8,9",,,,,,,"MG1,MH1,UN"
F9270HE,"Vent screw for Inst. 3,7.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9270HE,"Vent screw for Inst. 3,7.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
D0114PB,"Vent screw for Inst. 8,9,B,U.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"0,1,2,3,4,5",,"8,9,B,U",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
D0114PB,"Vent screw for Inst. 8,9,B,U.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"0,1,2,3,4,5",,"8,9,B,U",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9275EF,Vent screw for all /K series,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,"H,M,V",S,"0,1,2,3,4,5",,"2,3,6,7",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,UN"
F9275EF,Vent screw for all /K series,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"0,1,2,3,4,5",,"2,3,6,7",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","MG1,MH1,UN"
F9275EF,Vent screw for all /K series,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,"H,M,V",S,"0,1,2,3,4,5",,"8,9,B,U",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","GS,MG1,MH1,N1,N2,N3,UN"
F9275EF,Vent screw for all /K series,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"0,1,2,3,4,5",,"8,9,B,U",,,,,,"K1,K2,K41,K42,K45,K46,K5,K6","GS,MG1,MH1,N1,N2,N3,UN"
F9340SJ,VENT SCREW,2,,"EJA110E,EJA110J",,,"A,D","0,1,2,3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340SJ,VENT SCREW,1,,"EJA430E,EJA430J",,,"A,D","0,1,2,3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9270HG,VENT SCREW,2,,"EJA110E,EJA110J",,,B,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9270HG,VENT SCREW,1,,"EJA430E,EJA430J",,,B,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9350SX,VENT SCREW,2,,"EJA110E,EJA110J",,,L,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9350SX,VENT SCREW,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,UN"
F9350KZ,Vent Screw for Mtl Code 'L',2,,"EJA110E,EJA110J",,,L,"0,1,2,3,4,5",,"8,9",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
F9350KZ,Vent Screw for Mtl Code 'L',1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2,3,4,5",,"8,9",,,,,,,"GS,K1,K2,K41,K42,K45,K46,K5,K6,MG1,MH1,N1,N2,N3,UN"
D0114PB,"Vent screw for Inst. 8,9,B,U.",1,,"EJA110E,EJA110J",,,S,"C,D,E,F,Q,R",,9,,,,,,,"K11,K12,K15,K16,MD2,MD3"
F9275EF,Vent screw for all /K series,1,,"EJA110E,EJA110J",,"H,M,V",S,"C,D,E,F,Q,R",,9,,,,,,"K11,K12,K15,K16","MD2,MD3"
F9340QT,VENT SCREW,2,,"EJA110E,EJA110J",,,W,"0,1,2,3,4,5",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QT,VENT SCREW,1,,"EJA430E,EJA430J",,,W,"0,1,2,3,4,5",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QS,VENT SCREW,2,,"EJA110E,EJA110J",,,W,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9340QS,VENT SCREW,1,,"EJA430E,EJA430J",,,W,"0,1,2,3,4,5",,"2,3,6,7",,,,,,,"MG1,MH1,UN"
F9200CS,"RC Drain Plug for Inst. 8,9,U.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
F9200CS,"RC Drain Plug for Inst. 8,9,U.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
D0114RZ,"Drain Plug for Inst. 8,9,U.",2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"3,4,5",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
D0114RZ,"Drain Plug for Inst. 8,9,U.",1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"3,4,5",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
F9200CS,"RC Drain Plug for Inst. 8,9,U.",4,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"0,1,2",,U,,,,,,,"MG1,MH1,N1,N2,N3,UN"
F9200CS,"RC Drain Plug for Inst. 8,9,U.",2,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"0,1,2",,U,,,,,,,"MG1,MH1,N1,N2,N3,UN"
D0114RZ,"Drain Plug for Inst. 8,9,U.",4,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,S,"3,4,5",,U,,,,,,,"MG1,MH1,N1,N2,N3,UN"
D0114RZ,"Drain Plug for Inst. 8,9,U.",2,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,S,"3,4,5",,U,,,,,,,"MG1,MH1,N1,N2,N3,UN"
F9340SL,PLUG,2,,"EJA110E,EJA110J",,,"A,D","0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SL,PLUG,1,,"EJA430E,EJA430J",,,"A,D","0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SW,PLUG R1/4,2,,"EJA110E,EJA110J",,,B,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340SW,PLUG R1/4,1,,"EJA430E,EJA430J",,,B,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9350RR,PLUG,2,,"EJA110E,EJA110J",,,L,"0,1,2",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
F9350RR,PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
F9350RS,Drain Plug Mtl code 'L',2,,"EJA110E,EJA110J",,,L,"3,4,5",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
F9350RS,Drain Plug Mtl code 'L',1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"3,4,5",,"8,9",,,,,,,"GS,MG1,MH1,N1,N2,N3,UN"
D0114RZ,"Drain Plug for Inst. 8,9,U.",1,,"EJA110E,EJA110J",,,S,"D,F",,9,,,,,,,"MD2,MD3"
F9200CS,"RC Drain Plug for Inst. 8,9,U.",1,,"EJA110E,EJA110J",,,"H,M,S,T","C,E",,9,,,,,,,"MD2,MD3"
F9340QU,PLUG,2,,"EJA110E,EJA110J",,,W,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QU,PLUG,1,,"EJA430E,EJA430J",,,W,"0,1,2",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QV,PLUG,2,,"EJA110E,EJA110J",,,W,"3,4,5",,"8,9",,,,,,,"MG1,MH1,UN"
F9340QV,PLUG,1,,"EJA430E,EJA430J",,,W,"3,4,5",,"8,9",,,,,,,"MG1,MH1,UN"
D0114RZ,"Drain Plug for Inst. 8,9,U.",1,,"EJA110E,EJA110J",,,S,R,,9,,,,,,,"MD2,MD3"
F9200CS,"RC Drain Plug for Inst. 8,9,U.",1,,"EJA110E,EJA110J",,,"H,M,S,T",Q,,9,,,,,,,"MD2,MD3"
F9903BA,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
F9903BA,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
F9903BB,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"8,9,B,U",,,,,,"MG1,MH1","GS,K1,K2,K41,K42,K45,K46,K5,K6,N1,N2,N3,UN"
F9903BB,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"8,9,B,U",,,,,,"MG1,MH1","GS,K1,K2,K41,K42,K45,K46,K5,K6,N1,N2,N3,UN"
F9903BC,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
F9903BC,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
F9903BD,Vent Plug (with heat no.),2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","3,4,5",,"8,9,B,U",,,,,,"MG1,MH1","GS,K1,K2,K41,K42,K45,K46,K5,K6,N1,N2,N3,UN"
F9903BD,Vent Plug (with heat no.),1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","3,4,5",,"8,9,B,U",,,,,,"MG1,MH1","GS,K1,K2,K41,K42,K45,K46,K5,K6,N1,N2,N3,UN"
F9903CA,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,U1,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,UN"
F9903CA,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","0,1,2",,"2,3,6,7",,,,,U1,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,UN"
F9903CC,VENT PLUG,2,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,U1,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,UN"
F9903CC,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,"H,M,S,T","3,4,5",,"2,3,6,7",,,,,U1,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,UN"
F9903BE,VENT PLUG,2,,"EJA110E,EJA110J",,,L,"0,1,2",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
F9903BE,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
F9903BF,VENT PLUG,2,,"EJA110E,EJA110J",,,L,"0,1,2",,"8,9",,,,,,"MG1,MH1","GS,K1,K2,K41,K42,K45,K46,K5,K6,N1,N2,N3,UN"
F9903BF,VENT PLUG,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,"0,1,2",,"8,9",,,,,,"MG1,MH1","GS,K1,K2,K41,K42,K45,K46,K5,K6,N1,N2,N3,UN"
F9903BG,VENT PLUG,2,,"EJA110E,EJA110J",,,L,"3,4,5",,"2,3,6,7",,,,,,"MG1,MH1","K1,K2,K41,K42,K45,K46,K5,K6,U1,UN"
