PART NO.,PART NAME,QTY,SC,MODEL CODE,OUTPUT,SPAN,MATERIAL,P-CONNECT,BOLT-NUT,INSTALL,HOUSING,E-CONNECT,INDICATOR,BRACKET,OPTION:AND,OPTION:OR,OPTION:NOT
F9340WW,CONNECTOR,2,,"EJA110E,EJA110J",,,"A,D",2,,,,,,,,,BS
F9340WW,CONNECTOR,1,,"EJA430E,EJA430J",,,"A,D",2,,,,,,,,,
F9340WZ,CONNECTOR,2,,"EJA110E,EJA110J",,,"A,D",3,,,,,,,,,BS
F9340WZ,CONNECTOR,1,,"EJA430E,EJA430J",,,"A,D",3,,,,,,,,,
F9340WX,Process Connector -  Hastelloy 1/2 NPT ,2,,"EJA110E,EJA110J",,,"A,D",4,,,,,,,,,BS
F9340WX,Process Connector -  Hastelloy 1/2 NPT ,1,,"EJA430E,EJA430J",,,"A,D",4,,,,,,,,,
F9350GU,CONNECTOR,2,,"EJA110E,EJA110J",,,L,1,,,,,,,,,BS
F9350GU,CONNECTOR,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,1,,,,,,,,,
F9350GX,CONNECTOR,2,,"EJA110E,EJA110J",,,L,2,,,,,,,,,BS
F9350GX,CONNECTOR,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,2,,,,,,,,,
F9350GV,CONNECTOR,2,,"EJA110E,EJA110J",,,L,3,,,,,,,,,BS
F9350GV,CONNECTOR,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,3,,,,,,,,,
F9350GY,CONNECTOR,2,,"EJA110E,EJA110J",,,L,4,,,,,,,,,BS
F9350GY,CONNECTOR,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,L,4,,,,,,,,,
F9340TL,CONNECTOR,2,,"EJA110E,EJA110J",,,W,1,,,,,,,,,BS
F9340TL,CONNECTOR,1,,"EJA430E,EJA430J",,,W,1,,,,,,,,,
F9340TJ,CONNECTOR,2,,"EJA110E,EJA110J",,,W,2,,,,,,,,,BS
F9340TJ,CONNECTOR,1,,"EJA430E,EJA430J",,,W,2,,,,,,,,,
F9340TM,CONNECTOR,2,,"EJA110E,EJA110J",,,W,3,,,,,,,,,BS
F9340TM,CONNECTOR,1,,"EJA430E,EJA430J",,,W,3,,,,,,,,,
F9340TK,CONNECTOR,2,,"EJA110E,EJA110J",,,W,4,,,,,,,,,BS
F9340TK,CONNECTOR,1,,"EJA430E,EJA430J",,,W,4,,,,,,,,,
F9350GU,CONNECTOR,1,,"EJA110E,EJA110J",,,L,1,,,,,,,BS,,
F9350GX,CONNECTOR,1,,"EJA110E,EJA110J",,,L,2,,,,,,,BS,,
F9350GV,CONNECTOR,1,,"EJA110E,EJA110J",,,L,3,,,,,,,BS,,
F9350GY,CONNECTOR,1,,"EJA110E,EJA110J",,,L,4,,,,,,,BS,,
F9340TL,CONNECTOR,1,,"EJA110E,EJA110J",,,W,1,,,,,,,BS,,
F9340TJ,CONNECTOR,1,,"EJA110E,EJA110J",,,W,2,,,,,,,BS,,
F9340TM,CONNECTOR,1,,"EJA110E,EJA110J",,,W,3,,,,,,,BS,,
F9340TK,CONNECTOR,1,,"EJA110E,EJA110J",,,W,4,,,,,,,BS,,
F9900AU,Process Connector Bolt - B7 Carbon Steel (Code-J),4,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,,"1,2,3,4","J,K",,,,,,,,BS
F9900AU,Process Connector Bolt - B7 Carbon Steel (Code-J),2,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,,"1,2,3,4",J,,,,,,,,
F9900AS,Process Connector Bolt - SS316L (Code-G),4,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,,"1,2,3,4","G,H",,,,,,,,BS
F9900AS,Process Connector Bolt - SS316L (Code-G),2,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,,"1,2,3,4",G,,,,,,,,
F9340AZ,"P.C bolt for ""C""",4,,"EJA110E,EJA110J,EJA130E,EJA120E,EJA120J",,,,"1,2,3,4",C,,,,,,,,BS
F9340AZ,"P.C bolt for ""C""",2,,"EJA310E,EJA310J,EJA430E,EJA430J,EJA440E",,,,"1,2,3,4",C,,,,,,,,
F9900AU,Process Connector Bolt - B7 Carbon Steel (Code-J),2,,"EJA110E,EJA110J,EJA120E,EJA120J",,,,"1,2,3,4",J,,,,,,BS,,
F9900AS,Process Connector Bolt - SS316L (Code-G),2,,"EJA110E,EJA110J,EJA120E,EJA120J",,,,"1,2,3,4",G,,,,,,BS,,
F9340AZ,"P.C bolt for ""C""",2,,"EJA110E,EJA110J,EJA120E,EJA120J",,,,"1,2,3,4",C,,,,,,BS,,
D0114RB,Gasket for Process Connector,2,,"EJA110E,EJA110J,EJA120E,EJA120J",,,,"1,2,3,4",,,,,,,,,BS
D0114RB,Gasket for Process Connector,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,,"1,2,3,4",,,,,,,,,
D0114RB,Gasket for Process Connector,1,,"EJA110E,EJA110J,EJA120E,EJA120J",,,,"1,2,3,4",,,,,,,BS,,
F9900AC,"Bolt for ""J""",4,,"EJA110E,EJA110J",,"H,L,M,V","L,S",,J,,,,,,,,"HD,HD2"
F9900AA,"Bolt for ""G""",4,,"EJA110E,EJA110J",,"H,L,M,V","L,S",,G,,,,,,,,"HD,HD2"
F9900AE,"Bolt for ""C""",4,,"EJA110E,EJA110J",,"H,L,M,V","L,S",,C,,,,,,,,"HD,HD2"
F9900AR,BOLT,4,,"EJA110E,EJA110J",,F,S,,C,,,,,,,,
F9900AC,"Bolt for ""J""",4,,"EJA310E,EJA310J,EJA430E,EJA430J",,,"L,S",,J,,,,,,,,
F9900AA,"Bolt for ""G""",4,,"EJA310E,EJA310J,EJA430E,EJA430J",,,"L,S",,G,,,,,,,,
F9900AE,"Bolt for ""C""",4,,"EJA310E,EJA310J,EJA430E,EJA430J",,,"L,S",,C,,,,,,,,
F9900AR,BOLT,4,,"EJA110E,EJA110J,EJA430E,EJA430J",,,"A,B,D,H,M,T,W",,C,,,,,,,,
F9340BC,BOLT,4,,"EJA110E,EJA110J",,"H,M",S,,J,,,,,,,"HD,HD2",
F9900AB,BOLT,4,,"EJA110E,EJA110J",,"H,M",S,,G,,,,,,,"HD,HD2",
F9900AR,BOLT,4,,"EJA110E,EJA110J",,"H,M",S,,C,,,,,,,"HD,HD2",
F9900BC,"Nut for ""J""",4,,"EJA110E,EJA110J",,"H,L,M,V","L,S",,J,,,,,,,,"HD,HD2"
F9900BA,"Nut for ""G""",4,,"EJA110E,EJA110J",,"H,L,M,V","L,S",,G,,,,,,,,"HD,HD2"
F9900BE,"Nut for ""C""",4,,"EJA110E,EJA110J",,"H,L,M,V","L,S",,C,,,,,,,,"HD,HD2"
F9900BG,NUT,4,,"EJA110E,EJA110J",,F,S,,C,,,,,,,,
F9900BC,"Nut for ""J""",4,,"EJA310E,EJA310J,EJA430E,EJA430J",,,"L,S",,J,,,,,,,,
F9900BA,"Nut for ""G""",4,,"EJA310E,EJA310J,EJA430E,EJA430J",,,"L,S",,G,,,,,,,,
F9900BE,"Nut for ""C""",4,,"EJA310E,EJA310J,EJA430E,EJA430J",,,"L,S",,C,,,,,,,,
F9900BG,NUT,4,,"EJA110E,EJA110J,EJA430E,EJA430J",,,"A,B,D,H,M,T,W",,C,,,,,,,,
F9340CC,NUT,4,,"EJA110E,EJA110J",,"H,M",S,,J,,,,,,,"HD,HD2",
F9900BB,NUT,4,,"EJA110E,EJA110J",,"H,M",S,,G,,,,,,,"HD,HD2",
F9900BG,NUT,4,,"EJA110E,EJA110J",,"H,M",S,,C,,,,,,,"HD,HD2",
F9350EX,N.P,1,,"EJA110E,EJA110J,EJA120E,EJA120J,EJA130E,EJA130J",,,,"1,2,3,4",,,,,,,,"WG1,WH1",BS
F9300TE,Mounting Bracket - SS304 Flat type (Code B),1,,,,,,,,,,,,B,,,
D0117XL-A,Mounting Bracket - SS304 Flat type (Code B),1,,,,,,,,,,,,B,,,
F9340EM,Mounting Bracket - SS304 L type (Code D),1,,,,,,,,,,,,D,,,
D0117XL-A,Mounting Bracket - SS304 Flat type (Code B),1,,,,,,,,,,,,D,,,
F9900SB,Mounting Bracket - SS316 Flat type (Code J),1,,,,,,,,,,,,J,,,
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,,,,,,,,,,,J,,,
F9900SD,Mounting Bracket - SS316 L type (Code K),1,,,,,,,,,,,,K,,,
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,,,,,,,,,,,K,,,
F9900SF,Mounting Bracket bottom PC,1,,"EJA110E,EJA110J",,"H,L,M,V",S,,,,,,,M,,,"HD,HD2"
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,"EJA110E,EJA110J",,"H,L,M,V",S,,,,,,,M,,,"HD,HD2"
F9900SG,Mounting Bracket Bolt - SS316 bolt for bottom Installation,1,,"EJA110E,EJA110J",,"H,L,M,V",S,,,,,,,M,,,"HD,HD2"
F9900SS,Special mounting bracket for Bottom process connection,1,,"EJA110E,EJA110J",,F,S,,,,,,,M,,,
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,"EJA110E,EJA110J",,F,S,,,,,,,M,,,
F9900SF,Mounting Bracket bottom PC,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,S,,,,,,,M,,,
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,S,,,,,,,M,,,
F9900SG,Mounting Bracket Bolt - SS316 bolt for bottom Installation,1,,"EJA310E,EJA310J,EJA430E,EJA430J",,,S,,,,,,,M,,,
F9900SS,Special mounting bracket for Bottom process connection,1,,"EJA110E,EJA110J",,"H,M",S,,,,,,,M,,"HD,HD2",
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,"EJA110E,EJA110J",,"H,M",S,,,,,,,M,,"HD,HD2",
F9903KA,BRACKET ASSY,1,,,,,,,,,,,,P,,,
F9903KB,BRACKET ASSY,1,,,,,,,,,,,,P,,,
F9903KC,BRACKET ASSY,1,,,,,,,,,,,,P,,,
F9900SN,U Bolt Assy - SS316 U bolt for EJA110 or 430 or 530 (Big),1,,,,,,,,,,,,P,,,
F9273CZ,Mounting Bracket Bolt  for SS304 mounting bracket (Code B or D),4,,,,,,,,,,,,"B,D",,,
F9900SH,Mounting Bracket Bolt - for SS316 mounting bracket(Code J or K),4,,,,,,,,,,,,"J,K,P",,,
F9900SH,Mounting Bracket Bolt - for SS316 mounting bracket(Code J or K),4,,"EJA110E,EJA110J",,F,S,,,,,,,M,,,
F9900SH,Mounting Bracket Bolt - for SS316 mounting bracket(Code J or K),4,,"EJA110E,EJA110J",,"H,M",S,,,,,,,M,,"HD,HD2",
F9903HM,CASE,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,A,,,X2,,
F9903HJ,CASE,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"2,C",,,X2,,
F9903HK,CASE,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"4,D",,,X2,,
F9903HL,CASE,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"2,C",,,X2,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,KF22,KS21,KS26,KU22,PF22,PF23,PS21,SF2,SF22,UF1,US1",
F9903HL,CASE,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"2,C",,,X2,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,NF2,NF21,NS21,NS25,SS26,SU21,SU22",
F9913WC,CASE,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,A,,,,,X2
F9913WG,"Case 2, EC-1/2 NPT (E-Conn 2 or C)",1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"2,C",,,,,"X2,CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,KF22,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1"
F9913WJ,"Case 2, EC-M20 (E-Conn 4 or D)",1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"4,D",,,,,X2
F9913WH,"Case 2, EC-1/2 NPT with Cert (E-Conn 2 or C)",1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"2,C",,,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,KF22,KS21,KS26,KU22,PF22,PF23,PS21,SF2,SF22,UF1,US1",X2
F9913WH,"Case 2, EC-1/2 NPT with Cert (E-Conn 2 or C)",1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,2,"2,C",,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,NF2,NF21,NS21,NS25,SS26,SU21,SU22",X2
F9913QA,"Case 1, EC-G1/2",1,2,,,,,,,,1,0,,,,,X2
F9913QC,CASE,1,2,,,,,,,,1,"5,A",,,,,X2
F9913QG,"Case 1, EC-1/2 NPT,  w/o cert",1,2,,,,,,,,1,"2,7,C",,,,,X2
F9913QG,"Case 1, EC-1/2 NPT,  w/o cert",-1,2,,,,,,,,1,"2,7,C",,,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21",X2
F9913QG,"Case 1, EC-1/2 NPT,  w/o cert",-1,2,,,,,,,,1,"2,7,C",,,,"KF22,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1",X2
F9913QJ,"Case 1, EC-M20",1,2,,,,,,,,1,"4,9,D",,,,,X2
F9913QH,"Case 1, EC-1/2 NPT with Cert",1,2,,,,,,,,1,"2,7,C",,,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,KF22,KS21,KS26,KU22,PF22,PF23,PS21,SF2,SF22,UF1,US1",X2
F9913QH,"Case 1, EC-1/2 NPT with Cert",1,2,,,,,,,,1,"2,7,C",,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,NF2,NF21,NS21,NS25,SS26,SU21,SU22",X2
F9913RN,CASE,1,2,,,,,,,,1,0,,,X2,,
F9913RQ,CASE,1,2,,,,,,,,1,"5,A",,,X2,,
F9913RU,"Case 1, EC-1/2 NPT,  w/o cert & /X2",1,2,,,,,,,,1,"2,7,C",,,X2,,
F9913RU,"Case 1, EC-1/2 NPT,  w/o cert & /X2",-1,2,,,,,,,,1,"2,7,C",,,X2,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21",
F9913RU,"Case 1, EC-1/2 NPT,  w/o cert & /X2",-1,2,,,,,,,,1,"2,7,C",,,X2,"KF22,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1",
F9913RW,"Case 1, EC-M20 with /X2",1,2,,,,,,,,1,"4,9,D",,,X2,,
F9913RV,"Case 1, EC-1/2 NPT with Cert & /X2",1,2,,,,,,,,1,"2,7,C",,,X2,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,KF22,KS21,KS26,KU22,PF22,PF23,PS21,SF2,SF22,UF1,US1",
F9913RV,"Case 1, EC-1/2 NPT with Cert & /X2",1,2,,,,,,,,1,"2,7,C",,,X2,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,NF2,NF21,NS21,NS25,SS26,SU21,SU22",
F9913AJ,Profi bus - Amp. ,1,2,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,3,"4,9,D",,,,,X2
F9913AL,"Case 3, EC-1/2 NPT (E-Conn 2 or C)",1,2,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,3,"2,7,C",,,,,X2
F9913BJ,CASE,1,2,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,3,"4,9,D",,,X2,,
F9913BL,CASE,1,2,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,3,"2,7,C",,,X2,,
F9910LS,Terminal Block,1,,,,,,,,,"1,3",,,,,,
F9910LS,Terminal Block,1,,,,,,,,,2,,,,,,
Y9308JY,Terminal Block holding Screw,2,,,,,,,,,,,,,,,
R1200BA,LOCTITE 222  49591,0,,,,,,,,,,,,,,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1,HE,SF2,SS26,SU21"
F9341JX,SILICONE RUBBER,0,,,,,,,,,,,,,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1",
F9341JX,SILICONE RUBBER,0,,,,,,,,,,,,,,"SF2,SS26,SU21",HE
A1462CC,Feedthrough Capacitor for Hart & Brain,2,,,"D,J,Q",,,,,,"1,2,3",,,,,,HE
F9342YC,Feedthrough Capacitor when /HE,2,,,"D,J,Q",,,,,,"1,2,3",,,,HE,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1",
F9342YB,Feedthrough Capacitor for FF & Profi bus,2,,,"F,G",,,,,,"1,2,3",,,,,,HE
F9342YC,Feedthrough Capacitor when /HE,2,,,"F,G",,,,,,"1,2,3",,,,HE,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1",
F9913ME,Capacitor for /HE option,2,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,,,,,HE,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1"
Y9501WL,Washer for feed through capcitor,3,,,,,,,,,"1,2,3",,,,,,
F9341JW,Ext. Gr. Screw washer for  case 1 or 2 or 3 with Cert.,1,,,,,,,,,,,,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,KF22,KN26,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1",
G9303NC,O-Ring for zero adjust screw,1,,,,,,,,,,,,,,,HE
F9900GV,O-Ring for zero adjust screw when /HE,1,,,,,,,,,,,,,HE,,
F9270BJ,Shaft - Zero adjust Screw,1,,,,,,,,,"1,3",,,,,,HC
F9900RL,Shaft - Zero adjust Screw for Case-2 or when /HC option,1,,,,,,,,,"1,3",,,,HC,,
F9900RL,Shaft - Zero adjust Screw for Case-2 or when /HC option,1,,,,,,,,,2,,,,,,
Y9812PS,Pin for Zero adjust screw,1,,,,,,,,,,,,,,,
F9270BK,Collar for zero adjust screw,1,,,,,,,,,,,,,,,
F9913MC,Ext. Gr. Screw for Case 3,1,,,,,,,,,3,,,,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,KF22,KN26,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1"
F9900GZ,"Screw for fixing zero screw cover, Ext. Gr., Int. Gr. & Back board for Case 1 or 2 or Int. Gr. & Back board for Case 3",1,,,,,,,,,"1,2",,,,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,KF22,KN26,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1"
F9341JZ,Ext. Gr. Screw & clamp for  case 1 or 2 with Cert.,1,,,,,,,,,"1,2",,,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,KF22,KN26,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1",
F9913MD,Ext. Gr. Screw & clamp for  Case 3 with Cert.,1,,,,,,,,,3,,,,,"GF11,GF12,GF21,GS11,GS12,GS16,GS21,GU11,GU12,GU21,KF22,KN26,KS21,KS26,KU22,NF2,NF21,NS21,NS25,PF22,PF23,PS21,SF2,SF22,SS26,SU21,SU22,UF1,US1",
A1462CC,Feedthrough Capacitor for Hart & Brain,1,,,"D,J,Q",,,,,,,,,,,,HE
F9342YC,Feedthrough Capacitor when /HE,1,,,"D,J,Q",,,,,,,,,,HE,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1",
F9342YB,Feedthrough Capacitor for FF & Profi bus,1,,,"F,G",,,,,,,,,,,,HE
F9342YC,Feedthrough Capacitor when /HE,1,,,"F,G",,,,,,,,,,HE,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1",
F9913ME,Capacitor for /HE option,1,,"EJA110E,EJA310E,EJA430E,EJA130E,EJA440E,EJA120E",,,,,,,,,,,HE,,"CF1,CS1,CS15,CU1,FF1,FS1,FS15,FU1"
F9900GZ,"Screw for fixing zero screw cover, Ext. Gr., Int. Gr. & Back board for Case 1 or 2 or Int. Gr. & Back board for Case 3",1,,,,,,,,,"1,2",,,,,,
F9913MA,Screw for fixing zero screw cover for Case 3,1,,,,,,,,,3,,,,,,
F9913JT,METER COVER,1,,,,,,,,,1,,"D,E",,P1,,"HE,X2"
F9913JU,METER COVER,1,,,,,,,,,1,,"D,E",,P2,,"HE,X2"
F9913JV,METER COVER,1,,,,,,,,,1,,"D,E",,P7,,"HE,X2"
F9913JX,Meter cover assembly  for PR option (Red colour),1,,,,,,,,,1,,"D,E",,PR,,"HE,X2"
F9913KT,METER COVER ASSY,1,,,,,,,,,1,,"D,E",,"HE,P1",,X2
F9913KU,METER COVER ASSY,1,,,,,,,,,1,,"D,E",,"HE,P2",,X2
F9913KV,METER COVER ASSY,1,,,,,,,,,1,,"D,E",,"HE,P7",,X2
